date_of_purchase,name_of_purchaser,Prefix,bond_number,denominations
6-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,OC,14612,"1,00,00,000"
6-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,OC,14592,"1,00,00,000"
6-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,OC,14596,"1,00,00,000"
6-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,OC,14614,"1,00,00,000"
6-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,OC,14584,"1,00,00,000"
6-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,OC,14606,"1,00,00,000"
6-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,OC,14608,"1,00,00,000"
6-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,OC,14604,"1,00,00,000"
6-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,OC,14586,"1,00,00,000"
6-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,OC,14600,"1,00,00,000"
6-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,OC,14588,"1,00,00,000"
6-Jul-23,MY HOME INFRASTRUCTURES  PRIVATE LI,OC,14598,"1,00,00,000"
6-Jul-23,SRI DEVELOPERS,OC,14620,"1,00,00,000"
6-Jul-23,SRI KARTHIKEYA DEVELOPERS,OC,14622,"1,00,00,000"
6-Jul-23,VASUDHA DEVELOPERS,OC,14618,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14657,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14633,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14639,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14643,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14631,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14651,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14629,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14655,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14653,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14649,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14647,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14637,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14641,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14635,"1,00,00,000"
7-Jul-23,AQUA SPACE DEVELOPERS PRIVATE LIMIT,OC,14645,"1,00,00,000"
7-Jul-23,ASKUS LOGISTICS PRIVATE LIMITED,OC,12769,"1,00,00,000"
7-Jul-23,ASKUS LOGISTICS PRIVATE LIMITED,OC,12771,"1,00,00,000"
7-Jul-23,ASKUS LOGISTICS PRIVATE LIMITED,OC,12773,"1,00,00,000"
7-Jul-23,BALU CEMENT CORPORATION,OC,15039,"1,00,00,000"
7-Jul-23,BALU CEMENT CORPORATION,TL,180,"10,00,000"
7-Jul-23,BALU CEMENT CORPORATION,TL,115,"10,00,000"
7-Jul-23,BALU CEMENT CORPORATION,TL,176,"10,00,000"
7-Jul-23,BALU CEMENT CORPORATION,TL,157,"10,00,000"
7-Jul-23,BALU CEMENT CORPORATION,TL,150,"10,00,000"
7-Jul-23,BALU IRON AND STEEL COMPANY,OC,15029,"1,00,00,000"
7-Jul-23,BALU IRON AND STEEL COMPANY,OC,15033,"1,00,00,000"
7-Jul-23,BALU IRON AND STEEL COMPANY,OC,15031,"1,00,00,000"
7-Jul-23,BALU IRON AND STEEL COMPANY,OC,15037,"1,00,00,000"
7-Jul-23,BALU IRON AND STEEL COMPANY,OC,15035,"1,00,00,000"
7-Jul-23,BALU IRON AND STEEL COMPANY,OC,15027,"1,00,00,000"
7-Jul-23,CHANDAKA SANYASI RAO,OL,23789,"1,00,000"
7-Jul-23,CHANDAKA SANYASI RAO,OL,23793,"1,00,000"
7-Jul-23,CHANDAKA SANYASI RAO,OL,23791,"1,00,000"
7-Jul-23,CHANDAKA SANYASI RAO,OL,23787,"1,00,000"
7-Jul-23,CHANDAKA SANYASI RAO,OL,23784,"1,00,000"
7-Jul-23,CROCHET TRADE AND INVESTMENT PVT LT,OC,12783,"1,00,00,000"
7-Jul-23,CROCHET TRADE AND INVESTMENT PVT LT,TL,15191,"10,00,000"
7-Jul-23,CROCHET TRADE AND INVESTMENT PVT LT,TL,15189,"10,00,000"
7-Jul-23,CROCHET TRADE AND INVESTMENT PVT LT,TL,15193,"10,00,000"
7-Jul-23,CROCHET TRADE AND INVESTMENT PVT LT,TL,15195,"10,00,000"
7-Jul-23,CROCHET TRADE AND INVESTMENT PVT LT,TL,15187,"10,00,000"
7-Jul-23,DINESH PROJECTS,TL,7347,"10,00,000"
7-Jul-23,DINESH PROJECTS,TL,7349,"10,00,000"
7-Jul-23,DINESH PROJECTS,TL,7345,"10,00,000"
7-Jul-23,DINESH PROJECTS,TL,7351,"10,00,000"
7-Jul-23,DINESH PROJECTS,TL,7343,"10,00,000"
7-Jul-23,DINESH PROJECTS,OL,23781,"1,00,000"
7-Jul-23,DINESH PROJECTS,OL,23785,"1,00,000"
7-Jul-23,DINESH PROJECTS,OL,23783,"1,00,000"
7-Jul-23,DINESH PROJECTS,OL,23779,"1,00,000"
7-Jul-23,DINESH PROJECTS,OL,23777,"1,00,000"
7-Jul-23,DIPAN  P  SHAH,TL,15355,"10,00,000"
7-Jul-23,DIPAN  P  SHAH,TL,15353,"10,00,000"
7-Jul-23,DIPAN  P  SHAH,OL,2283,"1,00,000"
7-Jul-23,DIPAN  P  SHAH,OL,2277,"1,00,000"
7-Jul-23,DIPAN  P  SHAH,OL,2279,"1,00,000"
7-Jul-23,DIPAN  P  SHAH,OL,2281,"1,00,000"
7-Jul-23,DIPAN  P  SHAH,OL,2275,"1,00,000"
7-Jul-23,ELLISBRIDGE ESTATES PVT LTD,TL,15192,"10,00,000"
7-Jul-23,ELLISBRIDGE ESTATES PVT LTD,TL,15194,"10,00,000"
7-Jul-23,ELLISBRIDGE ESTATES PVT LTD,TL,15196,"10,00,000"
7-Jul-23,ELLISBRIDGE ESTATES PVT LTD,TL,15200,"10,00,000"
7-Jul-23,ELLISBRIDGE ESTATES PVT LTD,TL,15198,"10,00,000"
7-Jul-23,FOR M/S SRI NIDHI CONSTRUCTIONS,OC,14627,"1,00,00,000"
7-Jul-23,G CHANDRASHEKHAR,OL,23792,"1,00,000"
7-Jul-23,G CHANDRASHEKHAR,OL,23790,"1,00,000"
7-Jul-23,G CHANDRASHEKHAR,OL,23786,"1,00,000"
7-Jul-23,G CHANDRASHEKHAR,OL,23788,"1,00,000"
7-Jul-23,G CHANDRASHEKHAR,OL,23794,"1,00,000"
7-Jul-23,GAJA ENGINEERING PVT LTD,OC,14630,"1,00,00,000"
7-Jul-23,GAJA ENGINEERING PVT LTD,OC,14632,"1,00,00,000"
7-Jul-23,GAJA ENGINEERING PVT LTD,OC,14628,"1,00,00,000"
7-Jul-23,GAJA ENGINEERING PVT LTD,OC,14626,"1,00,00,000"
7-Jul-23,GAJA ENGINEERING PVT LTD,OC,14624,"1,00,00,000"
7-Jul-23,KONARK RAJENDRA SHAH,OC,14988,"1,00,00,000"
7-Jul-23,LAURELSECURITIESPVTLTD,OC,12775,"1,00,00,000"
7-Jul-23,LAURELSECURITIESPVTLTD,OC,12781,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14959,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14963,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14945,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14971,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14957,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14949,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14981,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14965,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14973,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14955,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14947,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14975,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14967,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14953,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14969,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14951,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14989,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14979,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14977,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14991,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14985,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14961,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14987,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14983,"1,00,00,000"
7-Jul-23,LAXMI CIVIL ENGINEERING SERVICES PR,OC,14943,"1,00,00,000"
7-Jul-23,MB POWER (MADHYA PRADESH) LTD,OC,13891,"1,00,00,000"
7-Jul-23,MB POWER (MADHYA PRADESH) LTD,OC,13895,"1,00,00,000"
7-Jul-23,MB POWER (MADHYA PRADESH) LTD,OC,13889,"1,00,00,000"
7-Jul-23,MB POWER (MADHYA PRADESH) LTD,OC,13887,"1,00,00,000"
7-Jul-23,MB POWER (MADHYA PRADESH) LTD,OC,13893,"1,00,00,000"
7-Jul-23,PUNIT DEVENDRABHAI BHANDERI,OT,20023,"1,000"
7-Jul-23,PURULIA BOTTLING PVT LTD,OC,12767,"1,00,00,000"
7-Jul-23,PURULIA BOTTLING PVT LTD,TL,15181,"10,00,000"
7-Jul-23,PURULIA BOTTLING PVT LTD,TL,15183,"10,00,000"
7-Jul-23,PURULIA BOTTLING PVT LTD,TL,15179,"10,00,000"
7-Jul-23,PURULIA BOTTLING PVT LTD,TL,15177,"10,00,000"
7-Jul-23,PURULIA BOTTLING PVT LTD,TL,15185,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7342,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7362,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7348,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7360,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7358,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7356,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7344,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7384,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7370,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7372,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7352,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7382,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7366,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7350,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7386,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7354,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7376,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7388,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7378,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7374,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7346,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7364,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7340,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7368,"10,00,000"
7-Jul-23,SAGAR CEMENTS LIMITED,TL,7380,"10,00,000"
7-Jul-23,SIDDHARTH DEVELOPERS,OC,14634,"1,00,00,000"
7-Jul-23,SWARNARETH MINERAL INDUSTRIES,OC,14625,"1,00,00,000"
7-Jul-23,TEJAS  P  SHAH,TL,15357,"10,00,000"
7-Jul-23,TEJAS  P  SHAH,TL,15359,"10,00,000"
7-Jul-23,TEJAS  P  SHAH,OL,2284,"1,00,000"
7-Jul-23,TEJAS  P  SHAH,OL,2280,"1,00,000"
7-Jul-23,TEJAS  P  SHAH,OL,2278,"1,00,000"
7-Jul-23,TEJAS  P  SHAH,OL,2276,"1,00,000"
7-Jul-23,TEJAS  P  SHAH,OL,2282,"1,00,000"
7-Jul-23,VERTEX VEGA DEVELOPERS LLP,OC,14640,"1,00,00,000"
7-Jul-23,VERTEX VEGA DEVELOPERS LLP,OC,14636,"1,00,00,000"
7-Jul-23,VERTEX VEGA DEVELOPERS LLP,OC,14638,"1,00,00,000"
10-Jul-23,AMAR KRISHNA SAJJA,OL,23809,"1,00,000"
10-Jul-23,AMAR KRISHNA SAJJA,OL,23807,"1,00,000"
10-Jul-23,AMAR KRISHNA SAJJA,OL,23814,"1,00,000"
10-Jul-23,AMAR KRISHNA SAJJA,OL,23805,"1,00,000"
10-Jul-23,AMAR KRISHNA SAJJA,OL,23812,"1,00,000"
10-Jul-23,ARAVIND S,OT,10,"1,000"
10-Jul-23,ARROW PROJECTS PVT LTD,TL,15235,"10,00,000"
10-Jul-23,ARROW PROJECTS PVT LTD,TL,15229,"10,00,000"
10-Jul-23,ARROW PROJECTS PVT LTD,TL,15227,"10,00,000"
10-Jul-23,ARROW PROJECTS PVT LTD,TL,15223,"10,00,000"
10-Jul-23,ARROW PROJECTS PVT LTD,TL,15225,"10,00,000"
10-Jul-23,ARROW PROJECTS PVT LTD,TL,15217,"10,00,000"
10-Jul-23,ARROW PROJECTS PVT LTD,TL,15219,"10,00,000"
10-Jul-23,ARROW PROJECTS PVT LTD,TL,15233,"10,00,000"
10-Jul-23,ARROW PROJECTS PVT LTD,TL,15231,"10,00,000"
10-Jul-23,ARROW PROJECTS PVT LTD,TL,15221,"10,00,000"
10-Jul-23,BESSEGGENINFOTECHLLP,OC,13897,"1,00,00,000"
10-Jul-23,BESSEGGENINFOTECHLLP,OC,13899,"1,00,00,000"
10-Jul-23,CREATIVE LLP,TL,14086,"10,00,000"
10-Jul-23,CREATIVE LLP,TL,14084,"10,00,000"
10-Jul-23,CREATIVE LLP,TL,14082,"10,00,000"
10-Jul-23,CREATIVE LLP,TL,14088,"10,00,000"
10-Jul-23,CREATIVE LLP,TL,14080,"10,00,000"
10-Jul-23,CREATIVE LLP,TL,14076,"10,00,000"
10-Jul-23,CREATIVE LLP,TL,14078,"10,00,000"
10-Jul-23,CREATIVE LLP,TL,14074,"10,00,000"
10-Jul-23,CREATIVE LLP,OL,28825,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28823,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28819,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28821,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28815,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28813,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28811,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28817,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28799,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28801,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28803,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28805,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28807,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28797,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28795,"1,00,000"
10-Jul-23,CREATIVE LLP,OL,28809,"1,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12814,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12810,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12808,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12816,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12822,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12826,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12812,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12804,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12806,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12818,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12824,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12802,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12820,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12800,"1,00,00,000"
10-Jul-23,DHARIWAL INFRASTRUCTURE LIMITED,OC,12798,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12799,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12833,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12817,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12809,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12837,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12805,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12815,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12807,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12835,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12831,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12811,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12803,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12819,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12827,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12829,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12813,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12825,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12821,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12801,"1,00,00,000"
10-Jul-23,HALDIA ENERGY LIMITED,OC,12823,"1,00,00,000"
10-Jul-23,HIMALAYAN ENDEAVOUR PVT LTD,OC,12797,"1,00,00,000"
10-Jul-23,KAUSTUBH VERMA,TL,14063,"10,00,000"
10-Jul-23,KAUSTUBH VERMA,TL,14067,"10,00,000"
10-Jul-23,KAUSTUBH VERMA,TL,14069,"10,00,000"
10-Jul-23,KAUSTUBH VERMA,TL,14065,"10,00,000"
10-Jul-23,KAUSTUBH VERMA,TL,14061,"10,00,000"
10-Jul-23,KNR CONSTRUCTIONS LTD,OC,14702,"1,00,00,000"
10-Jul-23,KNR CONSTRUCTIONS LTD,OC,14692,"1,00,00,000"
10-Jul-23,KNR CONSTRUCTIONS LTD,OC,14704,"1,00,00,000"
10-Jul-23,KNR CONSTRUCTIONS LTD,OC,14708,"1,00,00,000"
10-Jul-23,KNR CONSTRUCTIONS LTD,OC,14698,"1,00,00,000"
10-Jul-23,KNR CONSTRUCTIONS LTD,OC,14696,"1,00,00,000"
10-Jul-23,KNR CONSTRUCTIONS LTD,OC,14710,"1,00,00,000"
10-Jul-23,KNR CONSTRUCTIONS LTD,OC,14706,"1,00,00,000"
10-Jul-23,KNR CONSTRUCTIONS LTD,OC,14694,"1,00,00,000"
10-Jul-23,KNR CONSTRUCTIONS LTD,OC,14700,"1,00,00,000"
10-Jul-23,LAXMI INDUSTRIAL BOTTLING PLANT,TL,15212,"10,00,000"
10-Jul-23,LAXMI INDUSTRIAL BOTTLING PLANT,TL,15214,"10,00,000"
10-Jul-23,LAXMI INDUSTRIAL BOTTLING PLANT,TL,15218,"10,00,000"
10-Jul-23,LAXMI INDUSTRIAL BOTTLING PLANT,TL,15216,"10,00,000"
10-Jul-23,LPF SYSTEMS PRIVATE LIMITED,OC,14687,"1,00,00,000"
10-Jul-23,MUPPANA VENKATA RAO,TL,2686,"10,00,000"
10-Jul-23,MUPPANA VENKATA RAO,TL,2676,"10,00,000"
10-Jul-23,MUPPANA VENKATA RAO,TL,2602,"10,00,000"
10-Jul-23,MUPPANA VENKATA RAO,TL,2694,"10,00,000"
10-Jul-23,MUPPANA VENKATA RAO,OL,11055,"1,00,000"
10-Jul-23,MUPPANA VENKATA RAO,OL,11013,"1,00,000"
10-Jul-23,MUPPANA VENKATA RAO,OL,11043,"1,00,000"
10-Jul-23,MUPPANA VENKATA RAO,OL,11052,"1,00,000"
10-Jul-23,MUPPANA VENKATA RAO,OL,11027,"1,00,000"
10-Jul-23,NVNR POWER   INFRA PRIVATE LIMITED,OC,14690,"1,00,00,000"
10-Jul-23,NVNR POWER   INFRA PRIVATE LIMITED,OC,14688,"1,00,00,000"
10-Jul-23,PARESH CHAMPAKLAL SHAH,OC,14990,"1,00,00,000"
10-Jul-23,PRAKASH DISTILLERY & CHEMICAL CO (P) LT  D,TL,15222,"10,00,000"
10-Jul-23,PRAKASH DISTILLERY & CHEMICAL CO (P) LT  D,TL,15220,"10,00,000"
10-Jul-23,PRAKASH DISTILLERY & CHEMICAL CO (P) LT  D,TL,15224,"10,00,000"
10-Jul-23,PRAKASH DISTILLERY & CHEMICAL CO (P) LT  D,TL,15226,"10,00,000"
10-Jul-23,PRESTIGE GARDEN ESTATES PRIVATE LIM,OC,5941,"1,00,00,000"
10-Jul-23,PRESTIGE GARDEN ESTATES PRIVATE LIM,OC,5945,"1,00,00,000"
10-Jul-23,PRESTIGE GARDEN ESTATES PRIVATE LIM,OC,5937,"1,00,00,000"
10-Jul-23,PRESTIGE GARDEN ESTATES PRIVATE LIM,OC,5943,"1,00,00,000"
10-Jul-23,PRESTIGE GARDEN ESTATES PRIVATE LIM,OC,5939,"1,00,00,000"
10-Jul-23,PRESTIGE PROJECTS PVT LTD,OC,5933,"1,00,00,000"
10-Jul-23,PRESTIGE PROJECTS PVT LTD,OC,5927,"1,00,00,000"
10-Jul-23,PRESTIGE PROJECTS PVT LTD,OC,5935,"1,00,00,000"
10-Jul-23,PRESTIGE PROJECTS PVT LTD,OC,5931,"1,00,00,000"
10-Jul-23,PRESTIGE PROJECTS PVT LTD,OC,5929,"1,00,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,OC,1257,"1,00,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2651,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2669,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2607,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2629,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2657,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2639,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2604,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2636,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2664,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2601,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2624,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2662,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2615,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2646,"10,00,000"
10-Jul-23,PRUDHVI CONSTRUCTIONS PRIVATE LIMIT,TL,2612,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,OC,1252,"1,00,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2697,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2647,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2677,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2695,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2663,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2660,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2603,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2625,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2690,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2675,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2693,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2682,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2648,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2616,"10,00,000"
10-Jul-23,R   R INFRATECH  INDIA  PRIVATE LIM,TL,2672,"10,00,000"
10-Jul-23,RASHMI CEMENT LTD,OC,12788,"1,00,00,000"
10-Jul-23,RASHMI CEMENT LTD,OC,12792,"1,00,00,000"
10-Jul-23,RASHMI CEMENT LTD,OC,12794,"1,00,00,000"
10-Jul-23,RASHMI CEMENT LTD,OC,12786,"1,00,00,000"
10-Jul-23,RASHMI CEMENT LTD,OC,12790,"1,00,00,000"
10-Jul-23,RASHMI CEMENT LTD,OC,12795,"1,00,00,000"
